kanji;strokes;grade;freq;jlpt_old;jlpt_new;meanings;readings_on;readings_kun;wk_level;wk_meanings;wk_readings_on;wk_readings_kun;wk_radicals;fr_meanings
区;4;3.0;137.0;3.0;2.0;[Ward, District];[く, おう, こう];[];15;[District, Ward];[く];[];[Cage, Treasure];district, section, arrondissement
領;14;5.0;138.0;2.0;2.0;[Jurisdiction, Dominion, Territory, Fief, Reign];[りょう];[えり];22;[Territory];[りょう];[];[Orders, Geoduck];contrôler, gouverner, administrer
多;6;2.0;139.0;4.0;4.0;[Many, Frequent, Much];[た];[おお.い, まさ.に, まさ.る];5;[Many, Much, Lots Of];[た];[おお];[Evening];nombreux, abondant
県;9;3.0;140.0;3.0;2.0;[Prefecture];[けん];[か.ける];9;[Prefecture];[けん];[];[Eye, Lion, Small];département, préfecture
続;13;4.0;141.0;2.0;3.0;[Continue, Series, Sequel];[ぞく, しょく, こう, きょう];[つづ.く, つづ.ける, つぐ.ない];19;[Continue];[ぞく];[つづ];[Thread, Sell];se poursuivre, se continuer, se prolonger continuer
進;11;3.0;142.0;3.0;3.0;[Advance, Proceed, Progress, Promote];[しん];[すす.む, すす.める];10;[Advance];[しん];[すす];[Scooter, Turkey];avancer, progresser
正;5;1.0;143.0;3.0;4.0;[Correct, Justice, Righteous, 10**40];[せい, しょう];[ただ.しい, ただ.す, まさ, まさ.に];2;[Correct];[せい, しょう];[ただ, まさ];[Ground, Stop];juste, exact, correct
安;6;3.0;144.0;4.0;4.0;[Relax, Cheap, Low, Quiet, Rested, Contented, Peaceful];[あん];[やす.い, やす.まる, やす, やす.らか];6;[Relax, Cheap];[あん];[やす];[Roof, Woman];bon marché calme, tranquille, rassuré
設;11;5.0;145.0;2.0;2.0;[Establishment, Provision, Prepare];[せつ];[もう.ける];21;[Establish];[せつ];[もう];[Say, Weapon];établir, fonder, organiser
保;9;5.0;146.0;2.0;1.0;[Protect, Guarantee, Keep, Preserve, Sustain, Support];[ほ, ほう];[たも.つ];9;[Preserve, Guarantee];[ほ];[たも];[Leader, Mouth, Tree];maintenir, garder, préserver
改;7;4.0;147.0;2.0;2.0;[Reformation, Change, Modify, Mend, Renew, Examine, Inspect, Search];[かい];[あらた.める, あらた.まる];19;[Renew];[かい];[あらた];[Oneself, Winter];modifier, rectifier, renouveler, changer se modifier, se renouveler
数;13;2.0;148.0;2.0;3.0;[Number, Strength, Fate, Law, Figures];[すう, す, さく, そく, しゅ];[かず, かぞ.える, しばしば, せ.める, わずらわ.しい];8;[Count, Number, Amount];[すう];[かぞ, かず];[Rice, Woman, Winter];chiffre, nombre, compter, calculer
記;10;2.0;149.0;2.0;3.0;[Scribe, Account, Narrative];[き];[しる.す];7;[Write Down, Record];[き];[しる];[Say, Oneself];histoire, récit, narration, souvenirs narrer, raconter
院;10;3.0;150.0;3.0;4.0;[Inst., Institution, Temple, Mansion, School];[いん];[];10;[Institution];[いん];[];[Building, Roof, Origin];vaste bâtiment à usage public
女;3;1.0;151.0;4.0;5.0;[Woman, Female];[じょ, にょ, にょう];[おんな, め];1;[Woman];[じょ];[おんな, め];[Woman];femme, de sexe féminin
初;7;4.0;152.0;2.0;3.0;[First Time, Beginning];[しょ];[はじ.め, はじ.めて, はつ, はつ-, うい-, -そ.める, -ぞ.め];11;[First];[しょ];[はじ, はつ, そ, ぞ];[Spirit, Sword];commencer quelque chose quelque chose commence
北;5;2.0;153.0;4.0;5.0;[North];[ほく];[きた];3;[North];[ほく];[きた];[Fingers, Spoon];nord
午;4;2.0;154.0;4.0;5.0;[Noon, Sign Of The Horse, 11am-1pm, Seventh Sign Of Chinese Zodiac];[ご];[うま];3;[Noon];[ご];[];[Slide, Dry];midi
指;9;3.0;155.0;2.0;3.0;[Finger, Point To, Indicate, Put Into, Play (chess), Measure (ruler)];[し];[ゆび, さ.す, -さ.し];11;[Finger];[し];[ゆび, さ];[Fingers, Spoon, Sun];doigt, indiquer, désigner, montrer
権;15;6.0;156.0;2.0;3.0;[Authority, Power, Rights];[けん, ごん];[おもり, かり, はか.る];21;[Rights];[けん];[];[Tree, Arrow, Turkey];pouvoir, autorité, droit
心;4;2.0;157.0;3.0;4.0;[Heart, Mind, Spirit, Heart Radical (no. 61)];[しん];[こころ, -ごころ];3;[Heart];[しん];[こころ];[Heart];coeur, sentiment
界;9;3.0;158.0;3.0;4.0;[World, Boundary];[かい];[];9;[World];[かい];[];[Rice Paddy, Jammed In];limite, frontière, monde
支;4;5.0;159.0;2.0;3.0;[Branch, Support, Sustain, Branch Radical (no. 65)];[し];[ささ.える, つか.える, か.う];8;[Support, Branch];[し];[ささ];[Branch];branche, support, soutien soutenir, supporter
第;11;3.0;160.0;2.0;1.0;[No., Residence];[だい, てい];[];12;[Ordinal Number Prefix, Ordinal Prefix, Number];[だい];[];[Bamboo, Younger Brother];(préfixe ordinal pour les leçons/chapitres) degré
産;11;4.0;161.0;3.0;3.0;[Products, Bear, Give Birth, Yield, Childbirth, Native, Property];[さん];[う.む, う.まれる, うぶ-, む.す];20;[Give Birth, Birth];[さん];[う];[Stand, Cliff, Life];naissance, production donner naissance
結;12;4.0;162.0;2.0;1.0;[Tie, Bind, Contract, Join, Organize, Do Up Hair, Fasten];[けつ, けち];[むす.ぶ, ゆ.う, ゆ.わえる];17;[Bind, Tie];[けつ];[むす, ゆ];[Thread, Good Luck];lier, nouer
派;9;6.0;164.0;1.0;1.0;[Faction, Group, Party, Clique, Sect, School];[は];[];21;[Sect];[は];[];[Tsunami, Cliff, Tofu];groupe, faction, secte
点;9;2.0;165.0;2.0;3.0;[Spot, Point, Mark, Speck, Decimal Point];[てん];[つ.ける, つ.く, た.てる, さ.す, とぼ.す, とも.す, ぼち];6;[Point, Decimal, Decimal Point];[てん];[つ];[Fortune, Boil];point, signe, marque
教;11;2.0;166.0;3.0;4.0;[Teach, Faith, Doctrine];[きょう];[おし.える, おそ.わる];7;[Teach];[きょう];[おし, おそ];[Teacher, Winter];enseigner
報;12;5.0;167.0;2.0;3.0;[Report, News, Reward, Retribution];[ほう];[むく.いる];18;[News, Report];[ほう];[むく];[Happiness, Stamp, Stool];nouvelles, information rendre la pareille, donner en retour
済;11;6.0;168.0;2.0;3.0;[Settle (debt, Etc.), Relieve (burden), Finish, Come To An End, Excusable, Need Not],;[さい, せい];[す.む, -ず.み, -ずみ, す.まない, す.ます, -す.ます, すく.う, な.す, わたし, わた.る];21;[Come To An End];[さい];[す];[Tsunami, Simultaneous];finir, s'achever, éviter
書;10;2.0;169.0;4.0;5.0;[Write];[しょ];[か.く, -が.き, -がき];16;[Write, Writing];[しょ];[か];[Brush, Sun];tracer, écrire
府;8;4.0;170.0;2.0;2.0;[Borough, Urban Prefecture, Govt Office, Representative Body, Storehouse];[ふ];[];16;[Government];[ふ];[];[Canopy, Attach];bureau d'aministration, préfecture
活;9;2.0;171.0;2.0;3.0;[Lively, Resuscitation, Being Helped, Living];[かつ];[い.きる, い.かす, い.ける];6;[Lively];[かつ];[い];[Tsunami, Tongue];vie, vitalité, vigueur, activité
原;10;2.0;172.0;2.0;3.0;[Meadow, Original, Primitive, Field, Plain, Prairie, Tundra, Wilderness];[げん];[はら];17;[Original, Fundamental, Field];[げん];[はら];[Original];plaine, lande origine, source, fondement
先;6;1.0;173.0;4.0;5.0;[Before, Ahead, Previous, Future, Precedence];[せん];[さき, ま.ず];4;[Previous, Ahead, Past, Former];[せん];[さき, まず];[Slide, Dirt, Legs];devant, antérieur d'abord
共;6;4.0;174.0;2.0;3.0;[Together, Both, Neither, All, And, Alike, With];[きょう];[とも, とも.に, -ども];11;[Together];[きょう];[とも];[Blackjack, Fins];avec, ensemble, les deux marque de pluriel
得;11;4.0;175.0;2.0;3.0;[Gain, Get, Find, Earn, Acquire, Can, May, Able To, Profit, Advantage, Benefit];[とく];[え.る, う.る];19;[Acquire];[とく];[え, う];[Loiter, Sun, Temple];profit, avantage, bénéfice gagner, acquérir
解;13;5.0;176.0;2.0;3.0;[Unravel, Notes, Key, Explanation, Understanding, Untie, Undo, Solve, Answer, Cancel, Absolve, Explain, Minute];[かい, げ];[と.く, と.かす, と.ける, ほど.く, ほど.ける, わか.る, さと.る];21;[Untie, Solve];[かい];[と];[Angle, Sword, Cow];résoudre, dénouer, démêler se résoudre, se délier
名;6;1.0;177.0;4.0;5.0;[Name, Noted, Distinguished, Reputation];[めい, みょう];[な, -な];4;[Name, Famous];[めい, みょう];[な];[Evening, Mouth];nom
交;6;2.0;178.0;2.0;3.0;[Mingle, Mixing, Association, Coming & Going];[こう];[まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも];5;[Mix, Mingle];[こう];[まじ, ま, か];[Lid, Father];intersection, croisement, aller et venir, se mélanger, être melé
資;13;5.0;179.0;2.0;3.0;[Assets, Resources, Capital, Funds, Data, Be Conducive To, Contribute To];[し];[];21;[Resources];[し];[];[Next, Shellfish];ressources, capitaux, fonds
予;4;3.0;180.0;2.0;3.0;[Beforehand, Previous, Myself, I];[よ, しゃ];[あらかじ.め];9;[Beforehand];[よ];[あらかじ];[Mama, Street];à l'avance, au préalable
川;3;1.0;181.0;4.0;5.0;[Stream, River, River Or Three-stroke River Radical (no. 47)];[せん];[かわ];1;[River];[せん];[かわ];[River];ruisseau, rivière, cours d'eau
向;6;3.0;182.0;2.0;3.0;[Yonder, Facing, Beyond, Confront, Defy, Tend Toward, Approach];[こう];[む.く, む.い, -む.き, む.ける, -む.け, む.かう, む.かい, む.こう, む.こう-, むこ, むか.い];6;[Yonder, Facing];[こう];[む];[Drop, Head, Mouth];être tourné vers, être dirigé vers, être face à, l'autre côté
際;14;5.0;183.0;2.0;3.0;[Occasion, Side, Edge, Verge, Dangerous, Adventurous, Indecent, Time, When];[さい];[きわ, -ぎわ];21;[Occasion];[さい];[きわ];[Building, Festival];moment, occasion bord, extrémité
査;9;5.0;184.0;2.0;2.0;[Investigate];[さ];[];21;[Inspect, Investigate, Inspection, Investigation];[さ];[];[Tree, Top Hat];examen
勝;12;3.0;185.0;2.0;3.0;[Victory, Win, Prevail, Excel];[しょう];[か.つ, -が.ち, まさ.る, すぐ.れる, かつ];9;[Win];[しょう];[か];[Moon, Gladiator, Power];gagner, vaincre
面;9;3.0;186.0;2.0;3.0;[Mask, Face, Features, Surface];[めん, べん];[おも, おもて, つら];16;[Face, Surface];[めん];[おも, おもて];[Face];extérieur, face, surface
委;8;3.0;187.0;2.0;2.0;[Committee, Entrust To, Leave To, Devote, Discard];[い];[ゆだ.ねる];21;[Committee];[い];[];[Grain, Woman]; confier, déléguer
告;7;4.0;188.0;2.0;3.0;[Revelation, Tell, Inform, Announce];[こく];[つ.げる];18;[Announce];[こく];[つ];[Slide, Dirt, Mouth];informer, annoncer
軍;9;4.0;189.0;2.0;2.0;[Army, Force, Troops, War, Battle];[ぐん];[いくさ];15;[Army];[ぐん];[];[Forehead, Car];armée, militaire
文;4;1.0;190.0;3.0;4.0;[Sentence, Literature, Style, Art, Decoration, Figures, Plan, Literary Radical (no. 67)];[ぶん, もん];[ふみ, あや];2;[Writing, Sentence];[ぶん, もん];[];[Writing];lettre, message, lettres, littérature, écrits
反;4;3.0;191.0;2.0;3.0;[Anti-];[はん, ほん, たん, ほ];[そ.る, そ.らす, かえ.す, かえ.る, -かえ.る];8;[Anti];[はん];[];[Cliff, Stool];opposition, antagonisme, contraire, anti- se courber
元;4;2.0;192.0;3.0;4.0;[Beginning, Former Time, Origin];[げん, がん];[もと];3;[Origin];[げん, がん];[もと];[Origin];base, fondement, origine, cause
重;9;3.0;193.0;3.0;4.0;[Heavy, Important, Esteem, Respect, Heap Up, Pile Up, Nest Of Boxes, -fold];[じゅう, ちょう];[え, おも.い, おも.り, おも.なう, かさ.ねる, かさ.なる, おも];9;[Heavy];[じゅう, ちょう];[おも, かさ, え];[Heavy];lourd, se superposer, s'empiler, couche, pli
近;7;2.0;194.0;3.0;4.0;[Near, Early, Akin, Tantamount];[きん, こん];[ちか.い];5;[Near, Close];[きん, こん];[ちか];[Scooter, Axe];proche, près de
千;3;1.0;195.0;4.0;5.0;[Thousand];[せん];[ち];2;[Thousand];[せん];[ち];[Thousand];mille
考;6;2.0;196.0;3.0;4.0;[Consider, Think Over];[こう];[かんが.える, かんが.え];5;[Think, Consider];[こう];[かんが];[Coffin, Beggar];réfléchir, penser, raisonner
判;7;5.0;197.0;2.0;3.0;[Judgement, Signature, Stamp, Seal];[はん, ばん];[わか.る];21;[Judge];[はん];[];[Half, Knife];décision, sceau, tampon format de papier
認;14;6.0;198.0;2.0;3.0;[Acknowledge, Witness, Discern, Recognize, Appreciate, Believe];[にん];[みと.める, したた.める];21;[Recognize];[にん];[みと];[Say, Blade, Heart];reconnaître, approuver, admettre
画;8;2.0;199.0;3.0;4.0;[Brush-stroke, Picture];[が, かく, え, かい];[えが.く, かく.する, かぎ.る, はかりごと, はか.る];6;[Drawing, Picture, Painting];[が, かく];[];[Leaf, Rice Paddy, Box];dessin, trait image, dessin, peinture
海;9;2.0;200.0;3.0;4.0;[Sea, Ocean];[かい];[うみ];6;[Sea, Ocean];[かい];[うみ];[Tsunami, Gun, Window];mer
参;8;4.0;201.0;2.0;3.0;[Nonplussed, Three (in Documents), Going, Coming, Visiting, Visit, Be Defeated, Die, Be Madly In Love, Participate, Take Part In];[さん, しん];[まい.る, まい-, まじわる, みつ];14;[Participate];[さん, しん];[まい];[Private, Big, Hair];aller
売;7;2.0;202.0;3.0;4.0;[Sell];[ばい];[う.る, う.れる];9;[Sell];[ばい];[う];[Samurai, Forehead, Legs];vendre, se vendre
利;7;4.0;203.0;2.0;3.0;[Profit, Advantage, Benefit];[り];[き.く];11;[Profit, Benefit, Advantage];[り];[き];[Grain, Knife];bénéfice, gain, profit être efficace
組;11;2.0;204.0;2.0;3.0;[Association, Braid, Plait, Construct, Assemble, Unite, Cooperate, Grapple];[そ];[く.む, くみ, -ぐみ];7;[Group, Association, Team];[そ];[くみ];[Thread, Top Hat];assembler, construire, unir, groupe, classe
知;8;2.0;205.0;3.0;4.0;[Know, Wisdom];[ち];[し.る, し.らせる];6;[Know];[ち];[し];[Arrow, Mouth];savoir, connaître
案;10;4.0;206.0;2.0;1.0;[Plan, Suggestion, Draft, Ponder, Fear, Proposition, Idea, Expectation, Worry, Table, Bench];[あん];[つくえ];22;[Plan];[あん];[];[Cheap, Tree];proposition, idée, plan
道;12;2.0;207.0;4.0;4.0;[Road-way, Street, District, Journey, Course, Moral, Teachings];[どう, とう];[みち, いう];8;[Road, Street, Path, Way];[どう];[みち];[Scooter, Neck];chemin, route, rue
信;9;4.0;208.0;2.0;3.0;[Faith, Truth, Fidelity, Trust];[しん];[];15;[Believe, Trust];[しん];[];[Leader, Say];croyance, confiance, foi
策;12;6.0;209.0;1.0;1.0;[Scheme, Plan, Policy, Step, Means];[さく];[];22;[Plan];[さく];[];[Bamboo, Tree, Head];plan, mesure, décret, politique
集;12;3.0;210.0;3.0;4.0;[Gather, Meet, Congregate, Swarm, Flock];[しゅう];[あつ.まる, あつ.める, つど.う];10;[Collect, Gather];[しゅう];[あつ];[Turkey, Tree];se rassembler, se réunir rassembler, réunir
在;6;5.0;211.0;2.0;3.0;[Exist, Outskirts, Suburbs, Located In];[ざい];[あ.る];20;[Exist];[ざい];[];[Narwhal, Stick, Dirt];être, y avoir (objets inanimés)
件;6;5.0;212.0;2.0;3.0;[Affair, Case, Matter, Item];[けん];[くだん];21;[Matter, Affair];[けん];[];[Leader, Cow];sujet, cas, question, affaire
団;6;5.0;213.0;2.0;2.0;[Group, Association];[だん, とん];[かたまり, まる.い];19;[Group];[だん, とん];[];[Mouth, Measurement];groupe, association, corps, troupe
別;7;4.0;214.0;3.0;4.0;[Separate, Branch Off, Diverge, Fork, Another, Extra, Specially];[べつ];[わか.れる, わ.ける];11;[Separate];[べつ];[わか];[Mouth, Sword, Knife];séparé, distinct
物;8;3.0;215.0;3.0;4.0;[Thing, Object, Matter];[ぶつ, もつ];[もの, もの-];9;[Thing];[ぶつ, もつ];[もの];[Cow, Wing];chose, objet, article
側;11;4.0;216.0;2.0;3.0;[Side, Lean, Oppose, Regret];[そく];[かわ, がわ, そば];17;[Side];[そく];[がわ, そば];[Leader, Shellfish, Knife];côté, flanc
任;6;5.0;217.0;2.0;3.0;[Responsibility, Duty, Term, Entrust To, Appoint];[にん];[まか.せる, まか.す];21;[Duty];[にん];[まか];[Leader, King];responsabilité, charge, devoir confier
引;4;2.0;218.0;3.0;3.0;[Pull, Tug, Jerk, Admit, Install, Quote, Refer To];[いん];[ひ.く, ひ.き, ひ.き-, -び.き, ひ.ける];3;[Pull];[いん];[ひ];[Bow, Stick];tirer, attirer, ôter, soustraire cesser, diminuer
使;8;3.0;219.0;3.0;4.0;[Use, Send On A Mission, Order, Messenger, Envoy, Ambassador, Cause];[し];[つか.う, つか.い, -つか.い, -づか.い];9;[Use];[し];[つか];[Leader, Ground, History];utiliser, employer
求;7;4.0;220.0;2.0;3.0;[Request, Want, Wish For, Require, Demand];[きゅう, ぐ];[もと.める];10;[Request];[きゅう];[もと];[Ground, Water, Drop];demander, rechercher, désirer, souhaiter
所;8;3.0;221.0;3.0;3.0;[Place, Extent];[しょ];[ところ, -ところ, どころ, とこ];8;[Place];[しょ];[ところ];[Door, Axe];lieu, endroit
次;6;3.0;222.0;2.0;3.0;[Next, Order, Sequence];[じ, し];[つ.ぐ, つぎ];6;[Next];[じ];[つぎ];[Ice, Lack];ordre, suite, suivant
水;4;1.0;223.0;4.0;5.0;[Water];[すい];[みず, みず-];2;[Water];[すい];[みず];[Water];eau
半;5;2.0;224.0;4.0;5.0;[Half, Middle, Odd Number, Semi-, Part-];[はん];[なか.ば];3;[Half];[はん];[なか];[Triceratops, Dry];demi, moitié
品;9;3.0;225.0;3.0;4.0;[Goods, Refinement, Dignity, Article, Counter For Meal Courses];[ひん, ほん];[しな];16;[Product, Article, Goods, Products];[ひん];[しな];[Products];article, distinction produits
昨;9;4.0;226.0;2.0;3.0;[Yesterday, Previous];[さく];[];15;[Previous, Yesterday];[さく];[];[Sun, Key];passé, hier
論;15;6.0;227.0;2.0;3.0;[Argument, Discourse];[ろん];[];20;[Theory];[ろん];[];[Say, Hat, Ground, Bookshelf];discussion, argument, thèse
計;9;2.0;228.0;3.0;4.0;[Plot, Plan, Scheme, Measure];[けい];[はか.る, はか.らう];15;[Measure, Measurement];[けい];[はか];[Say, Cross];mesurer, peser, calculer traiter, gérer, penser à
死;6;3.0;229.0;3.0;4.0;[Death, Die];[し];[し.ぬ, し.に-];6;[Death];[し];[し];[Yakuza, Spoon];mort, mourir
官;8;4.0;230.0;2.0;3.0;[Bureaucrat, The Government, Organ];[かん];[];17;[Government];[かん];[];[Roof, Bear];gouvernement, autorité
増;14;5.0;231.0;2.0;3.0;[Increase, Add, Augment, Gain, Promote];[ぞう];[ま.す, ま.し, ふ.える, ふ.やす];21;[Increase];[ぞう];[ふ, ま];[Dirt, Mask];croître, augmenter, monter
係;9;3.0;232.0;2.0;3.0;[Person In Charge, Connection, Duty, Concern Oneself];[けい];[かか.る, かかり, -がかり, かか.わる];16;[Connection];[けい];[かか, かかり];[Leader, Ground, Thread]; charge, service
感;13;3.0;233.0;2.0;3.0;[Emotion, Feeling, Sensation];[かん];[];13;[Feeling];[かん];[];[Slide, Drunkard, Creeper, Heart]; sentiment, émotion
特;10;4.0;234.0;3.0;4.0;[Special];[とく];[];11;[Special];[とく];[];[Cow, Temple];spécial
情;11;5.0;235.0;2.0;3.0;[Feelings, Emotion, Passion, Sympathy, Circumstances, Facts];[じょう, せい];[なさ.け];13;[Feeling, Emotion];[じょう];[なさけ];[Soul, Blue];pitié, sympathie, compassion, amour
投;7;3.0;236.0;2.0;3.0;[Throw, Discard, Abandon, Launch Into, Join, Invest In, Hurl, Give Up, Sell At A Loss];[とう];[な.げる, -な.げ];8;[Throw];[とう];[な];[Fingers, Weapon];jeter, lancer
示;5;5.0;237.0;2.0;3.0;[Show, Indicate, Point Out, Express, Display];[じ, し];[しめ.す];22;[Indicate, Show];[じ, し];[しめ];[Jackhammer];montrer, révéler, témoigner, indiquer
変;9;4.0;238.0;2.0;3.0;[Unusual, Change, Strange];[へん];[か.わる, か.わり, か.える];15;[Change, Strange];[へん];[か];[Red, Winter];changer, se transformer changer, réviser
打;5;3.0;239.0;2.0;3.0;[Strike, Hit, Knock, Pound, Dozen];[だ, だあす];[う.つ, う.ち-, ぶ.つ];4;[Hit];[だ];[う, ぶ];[Fingers, Street];frapper, battre
男;7;1.0;240.0;4.0;5.0;[Male];[だん, なん];[おとこ, お];4;[Man];[だん];[おとこ];[Rice Paddy, Power];homme, mâle, de sexe masculin
